tweet_id,favorite_count,retweet_count
684940049151070208,3523,1191
684926975086034944,3849,552
684914660081053696,3848,1662
684902183876321280,2053,605
684880619965411328,2305,936
684830982659280897,38551,24514
684800227459624960,2979,1124
684594889858887680,9843,4016
684588130326986752,4489,1592
684567543613382656,3312,1418
684538444857667585,2915,1085
684481074559381504,4249,1320
684460069371654144,2169,628
684241637099323392,8999,3727
684225744407494656,1369,239
684222868335505415,4225,1563
684200372118904832,2394,1177
684195085588783105,2108,595
684188786104872960,3831,1343
684177701129875456,2215,764
684147889187209216,3265,1703
684122891630342144,2176,539
684097758874210310,4515,1621
683857920510050305,4163,1262
683852578183077888,2111,397
683849932751646720,2896,1116
683834909291606017,2880,1265
683828599284170753,3053,1195
683773439333797890,3684,1533
683742671509258241,7162,3781
683515932363329536,8058,3291
683498322573824003,3469,1095
683481228088049664,2878,1118
683462770029932544,2676,761
683449695444799489,4290,1837
683391852557561860,8356,2702
683357973142474752,3238,1059
683142553609318400,3162,1173
683111407806746624,3736,1034
683098815881154561,2361,736
683078886620553216,2176,634
683030066213818368,2370,832
682962037429899265,26239,15043
682808988178739200,1953,210
682788441537560576,2706,1258
682750546109968385,1674,494
682697186228989953,1440,397
682662431982772225,3326,1207
682638830361513985,2266,675
682429480204398592,3769,1320
682406705142087680,8319,2019
682393905736888321,2441,773
682389078323662849,1828,518
682303737705140231,3389,1135
682259524040966145,4578,1375
682242692827447297,3566,1341
682088079302213632,20108,11271
682059653698686977,5442,1915
682047327939461121,3525,1088
682032003584274432,7223,2294
682003177596559360,3464,1722
681981167097122816,3043,1161
681891461017812993,2706,951
681694085539872773,14010,4581
681679526984871937,1923,499
681654059175129088,2903,1045
681610798867845120,2100,533
681579835668455424,3893,1489
681523177663676416,15749,6620
681340665377193984,1803,313
681339448655802368,10202,4598
681320187870711809,2918,863
681302363064414209,4347,2072
681297372102656000,3490,1091
681281657291280384,3520,1258
681261549936340994,1597,308
681242418453299201,1645,624
681231109724700672,2629,540
681193455364796417,4077,1691
680970795137544192,2665,749
680959110691590145,4986,2243
680940246314430465,3544,1225
680934982542561280,2285,497
680913438424612864,2609,705
680889648562991104,1945,418
680836378243002368,3766,1513
680805554198020098,2370,751
680801747103793152,2600,925
680798457301471234,3134,1182
680609293079592961,2906,816
680583894916304897,3939,1514
680497766108381184,4639,2162
680494726643068929,1879,542
680473011644985345,2778,844
680440374763077632,1583,564
680221482581123072,1598,329
680206703334408192,3115,1323
680191257256136705,2356,577
680176173301628928,4263,1760
680161097740095489,2538,828
680145970311643136,3955,1972
680130881361686529,2519,1078
680115823365742593,2972,1028
680100725817409536,3891,1554
680085611152338944,13959,10034
680070545539371008,2818,994
680055455951884288,18278,8067
679877062409191424,2155,726
679872969355714560,2365,749
679862121895714818,2678,706
679854723806179328,3143,1402
679844490799091713,2593,887
679828447187857408,39726,15839
679777920601223168,3390,1281
679736210798047232,2311,918
679729593985699840,2367,937
679722016581222400,1817,539
679530280114372609,5208,2347
679527802031484928,2892,823
679511351870550016,3711,1461
679503373272485890,3484,1673
679475951516934144,2304,728
679462823135686656,34856,21324
679405845277462528,2594,1364
679158373988876288,23568,9193
679148763231985668,3028,1163
679132435750195208,3253,1314
679111216690831360,6514,2893
679062614270468097,18712,9299
679047485189439488,2460,781
679001094530465792,3075,1378
678991772295516161,2537,1333
678969228704284672,1796,528
678800283649069056,2810,1018
678798276842360832,3804,1350
678774928607469569,3037,1043
678767140346941444,3864,1553
678764513869611008,1788,544
678755239630127104,7802,3741
678740035362037760,4099,1926
678708137298427904,6082,2753
678675843183484930,3155,1680
678643457146150913,2250,489
678446151570427904,4358,1785
678424312106393600,5916,2880
678410210315247616,4640,2072
678399652199309312,61794,30742
678396796259975168,1731,478
678389028614488064,2044,473
678380236862578688,2655,1020
678341075375947776,1896,612
678334497360859136,1427,304
678278586130948096,12531,6857
678255464182861824,1726,418
678023323247357953,2095,439
678021115718029313,15018,7148
677961670166224897,3701,1879
677918531514703872,1476,463
677895101218201600,5275,2384
677716515794329600,3323,1104
677700003327029250,3689,1622
677698403548192770,1332,363
677687604918272002,2681,950
677673981332312066,3603,1677
677662372920729601,2134,1101
677644091929329666,2040,886
677573743309385728,2322,819
677565715327688705,1409,513
677557565589463040,2665,1322
677547928504967168,7568,4076
677530072887205888,1161,250
677335745548390400,3328,2017
677334615166730240,1477,328
677331501395156992,1189,265
677328882937298944,3938,1693
677314812125323265,1799,611
677301033169788928,1362,471
677269281705472000,2164,790
677228873407442944,3837,1840
677187300187611136,2981,1033
676975532580409345,3015,1203
676957860086095872,2395,907
676949632774234114,1413,448
676948236477857792,2354,980
676946864479084545,1844,426
676942428000112642,2261,855
676936541936185344,13809,5515
676916996760600576,3231,2002
676897532954456065,2426,817
676864501615042560,2294,808
676821958043033607,25124,17605
676819651066732545,1957,741
676811746707918848,1536,469
676776431406465024,5405,2249
676617503762681856,3149,1108
676613908052996102,1183,219
676606785097199616,2039,490
676603393314578432,1280,440
676593408224403456,4954,2410
676590572941893632,1001,142
676588346097852417,2533,896
676582956622721024,1310,312
676575501977128964,2807,1254
676533798876651520,2025,621
676496375194980353,1641,602
676470639084101634,12616,5224
676440007570247681,1863,748
676430933382295552,1526,385
676263575653122048,2243,609
676237365392908289,1335,331
676219687039057920,67100,31989
676215927814406144,1881,661
676191832485810177,2478,1145
676146341966438401,2077,744
676121918416756736,2335,1297
676101918813499392,3042,1284
676098748976615425,3279,1623
676089483918516224,1431,483
675898130735476737,1774,653
675891555769696257,2297,976
675888385639251968,2581,1067
675878199931371520,4531,1570
675870721063669760,1783,632
675853064436391936,2927,1460
675849018447167488,1027,172
675845657354215424,2477,1000
675822767435051008,1652,591
675820929667219457,1140,260
675798442703122432,11101,3787
675781562965868544,1750,537
675740360753160193,1257,388
675710890956750848,2046,928
675707330206547968,2154,771
675706639471788032,693,106
675534494439489536,1953,470
675531475945709568,1276,428
675522403582218240,1122,316
675517828909424640,1414,507
675501075957489664,18482,6485
675497103322386432,3397,1443
675489971617296384,1406,672
675483430902214656,1985,1081
675432746517426176,1623,627
675372240448454658,1838,563
675362609739206656,1136,262
675354435921575936,35178,18963
675349384339542016,4237,2532
675334060156301312,3007,1436
675166823650848770,3920,1795
675153376133427200,6072,2734
675149409102012420,4037,1878
675147105808306176,1026,273
675146535592706048,1300,349
675145476954566656,2305,1011
675135153782571009,1398,542
675113801096802304,2120,877
675111688094527488,1042,283
675109292475830276,3006,1259
675047298674663426,1141,366
675015141583413248,2918,1335
675006312288268288,1057,252
675003128568291329,1672,517
674999807681908736,2433,1232
674805413498527744,934,391
674800520222154752,3240,949
674793399141146624,2697,1225
674790488185167872,1180,278
674788554665512960,871,230
674781762103414784,2169,1335
674774481756377088,1213,532
674767892831932416,1981,883
674764817387900928,852,263
674754018082705410,1456,488
674752233200820224,1580,516
674743008475090944,1514,607
674742531037511680,527,55
674739953134403584,1194,437
674737130913071104,693,103
674690135443775488,1237,510
674670581682434048,1751,729
674664755118911488,994,276
674646392044941312,1533,557
674644256330530816,1111,311
674638615994089473,1806,650
674632714662858753,1617,637
674606911342424069,1013,115
674468880899788800,6676,2275
674447403907457024,1137,393
674436901579923456,1198,426
674422304705744896,1536,592
674416750885273600,731,157
674410619106390016,1289,515
674394782723014656,1607,635
674372068062928900,931,346
674330906434379776,602,83
674318007229923329,1516,570
674307341513269249,12129,7641
674291837063053312,15817,6533
674271431610523648,1682,800
674269164442398721,961,255
674265582246694913,1766,936
674262580978937856,1391,498
674255168825880576,1581,619
674082852460433408,804,186
674075285688614912,1047,316
674063288070742018,6769,2450
674053186244734976,3576,1441
674051556661161984,1564,530
674045139690631169,1520,710
674042553264685056,772,142
674038233588723717,1176,456
674036086168010753,906,240
674024893172875264,1914,1360
674019345211760640,1208,340
674014384960745472,1676,714
674008982932058114,1297,393
673956914389192708,2091,1069
673919437611909120,1251,401
673906403526995968,3406,1799
673887867907739649,994,274
673716320723169284,3289,843
673715861853720576,3815,2303
673711475735838725,1114,325
673709992831262724,908,306
673708611235921920,1153,315
673707060090052608,1177,434
673705679337693185,1337,439
673700254269775872,1532,638
673697980713705472,4067,2165
673689733134946305,1855,700
673688752737402881,1325,534
673686845050527744,1544,479
673680198160809984,1460,521
673662677122719744,1339,397
673656262056419329,769,265
673636718965334016,1194,404
673612854080196609,1691,802
673583129559498752,1273,403
673580926094458881,882,297
673576835670777856,1482,613
673363615379013632,1088,338
673359818736984064,1558,728
673355879178194945,1606,652
673352124999274496,1761,597
673350198937153538,784,229
673345638550134785,2700,1422
673343217010679808,1038,289
673342308415348736,1362,649
673320132811366400,14441,8705
673317986296586240,924,293
673295268553605120,8046,3484
673270968295534593,1134,400
673240798075449344,1510,798
673213039743795200,2410,929
673148804208660480,1822,688
672997845381865473,2092,786
672995267319328768,1001,328
672988786805112832,1039,314
672984142909456390,1338,593
672980819271634944,1930,1079
672975131468300288,1813,1015
672970152493887488,1019,391
672968025906282496,1405,602
672964561327235073,1530,701
672902681409806336,1452,550
672898206762672129,944,459
672884426393653248,1661,897
672877615439593473,1096,405
672834301050937345,1398,623
672828477930868736,1343,533
672640509974827008,1032,348
672622327801233409,1377,542
672614745925664768,1302,644
672609152938721280,1180,424
672604026190569472,1188,445
672594978741354496,1411,661
672591762242805761,1014,367
672591271085670400,782,207
672538107540070400,1089,404
672523490734551040,696,189
672488522314567680,1187,482
672482722825261057,1221,665
672481316919734272,757,137
672475084225949696,1529,770
672466075045466113,1447,598
672272411274932228,6888,3677
672267570918129665,1588,666
672264251789176834,1212,383
672256522047614977,2999,1699
672254177670729728,1515,800
672248013293752320,1833,656
672245253877968896,733,169
672239279297454080,953,347
672231046314901505,1956,1089
672222792075620352,833,231
672205392827572224,2414,1270
672169685991993344,1074,408
672160042234327040,918,395
672139350159835138,1876,792
672125275208069120,2578,1253
672095186491711488,1063,395
672082170312290304,1003,402
672068090318987265,1389,564
671896809300709376,9016,4519
671891728106971137,1415,618
671882082306625538,3693,1488
671879137494245376,1507,748
671874878652489728,1330,601
671866342182637568,1191,548
671855973984772097,977,502
671789708968640512,7527,3811
671768281401958400,1269,572
671763349865160704,1788,999
671744970634719232,1430,841
671743150407421952,779,248
671735591348891648,1534,819
671729906628341761,9119,4795
671561002136281088,13679,7931
671550332464455680,967,229
671547767500775424,1444,658
671544874165002241,2126,1145
671542985629241344,1166,616
671538301157904385,993,436
671536543010570240,1253,441
671533943490011136,1092,631
671528761649688577,896,280
671520732782923777,1499,582
671518598289059840,1010,319
671511350426865664,1734,791
671504605491109889,7495,3866
671497587707535361,980,481
671488513339211776,1073,516
671486386088865792,621,226
671485057807351808,806,253
671390180817915904,1513,805
671362598324076544,1193,325
671357843010908160,426,157
671355857343524864,508,119
671347597085433856,1031,476
671186162933985280,788,241
671182547775299584,1193,378
671166507850801152,931,390
671163268581498880,1763,1198
671159727754231808,401,89
671154572044468225,769,241
671151324042559489,714,166
671147085991960577,713,254
671141549288370177,1246,713
671138694582165504,996,448
671134062904504320,796,212
671122204919246848,3729,2763
671115716440031232,1436,842
671109016219725825,1225,478
670995969505435648,1175,317
670842764863651840,7989,4324
670840546554966016,634,213
670838202509447168,1189,758
670833812859932673,474,135
670832455012716544,780,242
670826280409919488,5961,4485
670823764196741120,824,205
670822709593571328,647,105
670815497391357952,3410,1708
670811965569282048,1202,295
670807719151067136,1234,546
670804601705242624,2098,1035
670803562457407488,362,95
670797304698376195,780,262
670792680469889025,889,298
670789397210615808,700,255
670786190031921152,640,218
670783437142401025,872,431
670782429121134593,1691,863
670780561024270336,831,317
670778058496974848,345,77
670764103623966721,1154,466
670755717859713024,475,123
670733412878163972,1030,558
670727704916926465,887,403
670717338665226240,1301,547
670704688707301377,814,405
670691627984359425,632,266
670679630144274432,799,315
670676092097810432,267,45
670668383499735048,11452,5537
670474236058800128,1635,835
670468609693655041,375,90
670465786746662913,1048,608
670452855871037440,580,225
670449342516494336,1264,729
670444955656130560,7120,2153
670442337873600512,690,213
670435821946826752,1127,570
670434127938719744,1501,708
670433248821026816,345,122
670428280563085312,1484,694
670427002554466305,551,179
670421925039075328,1415,709
670420569653809152,668,342
670417414769758208,604,350
670411370698022913,2176,991
670408998013820928,600,249
670403879788544000,460,173
670385711116361728,593,234
670374371102445568,785,295
670361874861563904,344,71
670338931251150849,451,122
670319130621435904,4110,1359
670303360680108032,452,151
670290420111441920,750,315
670093938074779648,1106,365
670086499208155136,740,275
670079681849372674,2390,1373
670073503555706880,1674,874
670069087419133954,676,278
670061506722140161,822,373
670055038660800512,716,357
670046952931721218,684,191
670040295598354432,801,118
670037189829525505,625,306
670003130994700288,352,100
669993076832759809,344,92
669972011175813120,471,175
669970042633789440,317,65
669942763794931712,536,183
669926384437997569,400,115
669923323644657664,250,64
669753178989142016,858,431
669749430875258880,289,71
669684865554620416,551,99
669683899023405056,412,119
669682095984410625,375,146
669680153564442624,712,311
669661792646373376,860,482
669625907762618368,3769,1963
669603084620980224,1006,401
669597912108789760,550,163
669583744538451968,1587,1017
669573570759163904,467,156
669571471778410496,1684,1085
669567591774625800,248,61
669564461267722241,413,133
669393256313184256,383,83
669375718304980992,1425,792
669371483794317312,524,196
669367896104181761,485,172
669363888236994561,669,252
669359674819481600,390,134
669354382627049472,2889,1390
669353438988365824,687,281
669351434509529089,474,207
669328503091937280,1081,452
669327207240699904,610,127
669324657376567296,525,223
669216679721873412,958,422
669214165781868544,468,183
669203728096960512,1074,522
669037058363662336,698,336
669015743032369152,785,403
669006782128353280,610,269
669000397445533696,22118,6965
668994913074286592,468,254
668992363537309700,802,381
668989615043424256,726,356
668988183816871936,961,516
668986018524233728,578,183
668981893510119424,573,340
668979806671884288,842,382
668975677807423489,1386,641
668967877119254528,161,25
668960084974809088,757,263
668955713004314625,300,77
668932921458302977,284,63
668902994700836864,338,107
668892474547511297,422,164
668872652652679168,566,322
668852170888998912,479,184
668826086256599040,467,150
668815180734689280,610,291
668779399630725120,749,409
668655139528511488,562,233
668645506898350081,962,588
668643542311546881,939,576
668641109086707712,1145,573
668636665813057536,1114,528
668633411083464705,3024,1788
668631377374486528,763,349
668627278264475648,341,123
668625577880875008,417,140
668623201287675904,1551,851
668620235289837568,211,45
668614819948453888,654,341
668587383441514497,1760,1174
668567822092664832,265,62
668544745690562560,561,250
668542336805281792,497,231
668537837512433665,265,79
668528771708952576,496,242
668507509523615744,345,116
668496999348633600,436,146
668484198282485761,453,253
668480044826800133,491,162
668466899341221888,936,560
668297328638447616,656,319
668291999406125056,264,34
668286279830867968,535,149
668274247790391296,886,248
668268907921326080,592,261
668256321989451776,1385,667
668248472370458624,1056,523
668237644992782336,6614,3100
668226093875376128,323,115
668221241640230912,537,215
668204964695683073,586,206
668190681446379520,696,210
668171859951755264,525,208
668154635664932864,522,336
668142349051129856,592,306
668113020489474048,709,265
667937095915278337,1356,866
667924896115245057,318,119
667915453470232577,222,59
667911425562669056,523,329
667902449697558528,905,396
667886921285246976,2011,1180
667885044254572545,868,530
667878741721415682,409,127
667873844930215936,667,440
667866724293877760,3172,1110
667861340749471744,253,86
667832474953625600,303,68
667806454573760512,1111,535
667801013445750784,346,101
667793409583771648,736,358
667782464991965184,434,261
667773195014021121,243,61
667766675769573376,476,243
667728196545200128,398,162
667724302356258817,517,341
667550904950915073,0,37
667550882905632768,0,34
667549055577362432,6138,2454
667546741521195010,355,138
667544320556335104,917,568
667538891197542400,220,72
667534815156183040,866,576
667530908589760512,501,264
667524857454854144,1798,1198
667517642048163840,389,203
667509364010450944,7148,2272
667502640335572993,563,231
667495797102141441,565,294
667491009379606528,559,242
667470559035432960,273,102
667455448082227200,203,66
667453023279554560,327,96
667443425659232256,833,620
667437278097252352,483,257
667435689202614272,326,89
667405339315146752,489,234
667393430834667520,211,60
667369227918143488,385,173
667211855547486208,516,258
667200525029539841,658,282
667192066997374976,414,115
667188689915760640,784,449
667182792070062081,15075,6618
667177989038297088,200,58
667176164155375616,640,484
667174963120574464,262,88
667171260800061440,235,97
667165590075940865,2819,1241
667160273090932737,268,66
667152164079423490,49720,18285
667138269671505920,4851,2387
667119796878725120,346,135
667090893657276420,349,132
667073648344346624,425,134
667070482143944705,88,14
667065535570550784,175,51
667062181243039745,227,57
667044094246576128,198,54
667012601033924608,471,237
666996132027977728,258,102
666983947667116034,2679,1040
666837028449972224,857,584
666835007768551424,222,83
666826780179869698,266,105
666817836334096384,540,267
666804364988780544,250,95
666786068205871104,800,521
666781792255496192,404,211
666776908487630848,368,186
666739327293083650,244,71
666701168228331520,449,234
666691418707132416,196,51
666649482315059201,923,608
666644823164719104,238,88
666454714377183233,545,223
666447344410484738,107,23
666437273139982337,131,52
666435652385423360,170,54
666430724426358785,330,204
666428276349472768,171,90
666421158376562688,327,118
666418789513326592,129,48
666411507551481857,459,339
666407126856765440,113,44
666396247373291520,172,92
666373753744588802,194,100
666362758909284353,804,595
666353288456101888,229,77
666345417576210432,307,146
666337882303524864,204,96
666293911632134144,522,368
666287406224695296,152,71
666273097616637952,184,82
666268910803644416,108,37
666104133288665088,14765,6871
666102155909144576,81,16
666099513787052032,164,73
666094000022159362,169,79
666082916733198337,121,47
666073100786774016,335,174
666071193221509120,154,67
666063827256086533,496,232
666058600524156928,115,61
666057090499244032,304,146
666055525042405380,448,261
666051853826850816,1253,879
666050758794694657,136,60
666049248165822465,111,41
666044226329800704,311,147
666033412701032449,128,47
666029285002620928,132,48
666020888022790149,2535,532
892420643555336193,35376,7468
892177421306343426,30611,5545
891815181378084864,23031,3671
891689557279858688,38666,7643
891327558926688256,36946,8242
891087950875897856,18625,2758
890971913173991426,10818,1791
890729181411237888,59605,16706
890609185150312448,25626,3813
890240255349198849,29249,6480
890006608113172480,28195,6494
889880896479866881,25655,4412
889665388333682689,44051,8853
889638837579907072,24781,3964
889531135344209921,13941,1998
889278841981685760,23129,4714
888917238123831296,26744,3973
888804989199671297,23477,3744
888554962724278272,18098,3061
888078434458587136,20000,3072
887705289381826560,27814,4780
887517139158093824,42593,10427
887473957103951883,63024,15916
887343217045368832,30923,9324
887101392804085760,28134,5278
886983233522544640,31957,6771
886736880519319552,10976,2821
886680336477933568,20662,3962
886366144734445568,19396,2804
886267009285017600,110,4
886258384151887873,25679,5600
886054160059072513,0,96
885984800019947520,29921,5949
885528943205470208,33012,5662
885518971528720385,18810,3300
885311592912609280,0,16377
885167619883638784,20074,3867
884925521741709313,70644,15972
884876753390489601,25525,4944
884562892145688576,22323,4159
884441805382717440,24892,5047
884247878851493888,66537,17971
884162670584377345,18747,2651
883838122936631299,20066,3027
883482846933004288,42072,8744
883360690899218434,20843,3265
883117836046086144,34026,5876
882992080364220416,21930,3435
882762694511734784,25940,4323
882627270321602560,25717,5376
882268110199369728,41138,10274
882045870035918850,26919,4312
881906580714921986,22386,3016
881666595344535552,46529,9453
881633300179243008,116,7
881536004380872706,45431,14186
881268444196462592,21398,4696
880935762899988482,15721,2482
880872448815771648,19545,3392
880465832366813184,26141,5511
880221127280381952,24741,3684
880095782870896641,25387,3861
879862464715927552,20567,3088
879674319642796034,292,10
879492040517615616,21583,2816
879415818425184262,97140,39602
879376492567855104,15485,2777
879130579576475649,0,6044
879050749262655488,20724,4171
879008229531029506,17489,2377
878776093423087618,17818,3633
878604707211726852,27649,6273
878404777348136964,0,1131
878316110768087041,0,5892
878281511006478336,7101,1131
878057613040115712,38747,6044
877736472329191424,72772,16806
877611172832227328,0,71
877556246731214848,20892,3389
877316821321428993,25234,4631
877201837425926144,24948,4945
876838120628539392,19050,2964
876537666061221889,21872,4183
876484053909872640,17303,2104
876120275196170240,25797,4148
875747767867523072,23127,3802
875144289856114688,20226,4375
875097192612077568,25318,5424
875021211251597312,23531,4200
874680097055178752,25665,4134
874434818259525634,0,12948
874296783580663808,24022,3681
874057562936811520,20972,3555
874012996292530176,31532,9107
873580283840344065,22362,3523
873337748698140672,0,1411
873213775632977920,6610,1411
872967104147763200,25173,4841
872820683541237760,13625,3331
872620804844003328,19159,3258
872486979161796608,37703,8120
872122724285648897,31658,7258
871879754684805121,34711,9794
871762521631449091,18708,3131
871515927908634625,18696,3122
871166179821445120,0,5129
871102520638267392,19372,4956
871032628920680449,21073,3427
870804317367881728,31204,5562
870726314365509632,113,3
870656317836468226,11417,2350
870374049280663552,77077,23961
870308999962521604,20354,3743
870063196459192321,33876,7489
869772420881756160,39559,9152
869702957897576449,26202,5680
869596645499047938,14830,2806
869227993411051520,18972,3402
868880397819494401,60719,13027
868639477480148993,0,1871
868622495443632128,24738,4776
868552278524837888,9364,1871
867900495410671616,22544,3792
867774946302451713,31638,6646
867421006826221569,14985,2262
867072653475098625,0,108
867051520902168576,29995,7163
866720684873056260,18643,4353
866686824827068416,17940,3148
866450705531457537,113903,32056
866334964761202691,48776,12948
866094527597207552,0,7619
865718153858494464,23977,5120
865359393868664832,24693,4551
865006731092295680,26180,7040
864873206498414592,30134,7926
864279568663928832,13643,2744
864197398364647424,27986,8046
863907417377173506,19274,3788
863553081350529029,14286,3833
863471782782697472,0,2216
863432100342583297,22254,4789
863427515083354112,2058,87
863079547188785154,8213,1015
863062471531167744,7897,2216
862831371563274240,17965,4713
862722525377298433,16030,3247
862457590147678208,19127,4503
862096992088072192,69464,21216
861383897657036800,33844,9825
861288531465048066,16094,3801
861005113778896900,15668,3510
860981674716409858,0,1969
860924035999428608,0,728
860563773140209665,7040,1969
860524505164394496,22225,4871
860276583193509888,17305,3247
860184849394610176,15679,5397
860177593139703809,0,28491
859924526012018688,18459,3797
859851578198683649,14549,3256
859607811541651456,17557,1432
859196978902773760,84580,27826
859074603037188101,31859,12616
858860390427611136,0,7508
858843525470990336,14732,3215
858471635011153920,20349,4508
858107933456039936,14877,2681
857989990357356544,15185,2402
857746408056729600,32360,9883
857393404942143489,5571,1527
857263160327368704,19008,4213
857214891891077121,213,17
857062103051644929,0,155
857029823797047296,17854,3701
856543823941562368,15525,2688
856526610513747968,11267,1756
856330835276025856,0,623
856288084350160898,490,15
856282028240666624,26339,5867
855862651834028034,316,22
855860136149123072,4648,910
855857698524602368,11300,1972
855851453814013952,43606,16933
855818117272018944,25389,5089
855459453768019968,28351,7709
855245323840757760,0,5575
855138241867124737,0,41
854732716440526848,21690,5692
854482394044301312,27868,6422
854365224396361728,18025,4414
854120357044912130,30557,7013
854010172552949760,15521,2970
853760880890318849,27327,5437
853639147608842240,33116,9425
853299958564483072,14836,3357
852936405516943360,0,1875
852912242202992640,8631,1703
852672615818899456,14306,2043
852553447878664193,15608,3281
852311364735569921,31790,9419
852226086759018497,19207,6498
852189679701164033,11017,1509
851861385021730816,0,19
851591660324737024,15657,3291
851464819735769094,23321,6714
851224888060895234,19918,5467
850753642995093505,29604,8630
850380195714523136,12637,2476
850333567704068097,3332,311
850145622816686080,15736,3611
850019790995546112,19681,4640
849776966551130114,29287,7224
849668094696017920,0,4731
849412302885593088,15324,3001
849336543269576704,11028,1804
849051919805034497,40861,8073
848690551926992896,24333,4140
848324959059550208,23894,4423
848213670039564288,7896,688
848212111729840128,15777,2888
847978865427394560,0,3120
847971574464610304,0,420
847962785489326080,22773,4851
847842811428974592,5242,1263
847617282490613760,6761,393
847606175596138505,18177,3280
847251039262605312,19859,4141
847157206088847362,19247,5610
847116187444137987,20801,3052
846874817362120707,19442,3760
846514051647705089,43197,11058
846505985330044928,13681,2940
846153765933735936,30585,8663
846139713627017216,30107,9662
846042936437604353,15501,2745
845812042753855489,28336,8333
845677943972139009,24465,4622
845397057150107648,7388,1716
845306882940190720,22658,5170
845098359547420673,0,7365
844979544864018432,13255,2446
844973813909606400,14612,3049
844580511645339650,16001,2991
844223788422217728,13299,2099
843981021012017153,14776,2846
843856843873095681,20870,4438
843604394117681152,16440,2635
843235543001513987,20934,5788
842846295480000512,14898,3500
842765311967449089,6550,1217
842535590457499648,17662,3387
842163532590374912,23819,5575
842115215311396866,13618,2913
841833993020538882,0,14493
841680585030541313,25149,7565
841439858740625411,12316,3546
841320156043304961,19323,5326
841314665196081154,15458,4482
841077006473256960,22307,5129
840761248237133825,0,1705
840728873075638272,0,15509
840698636975636481,172,2
840696689258311684,11987,941
840632337062862849,8783,1705
840370681858686976,16065,4406
840268004936019968,18809,5547
839990271299457024,13140,2202
839549326359670784,26832,7508
839290600511926273,0,139
839239871831150596,26501,6320
838952994649550848,19223,3874
838921590096166913,10883,1982
838916489579200512,0,33
838831947270979586,0,10685
838561493054533637,10737,1289
838476387338051585,21985,4616
838201503651401729,0,9736
838150277551247360,1630,323
838085839343206401,138,1
838083903487373313,17265,3027
837820167694528512,33349,7619
837482249356513284,3780,431
837471256429613056,12529,2200
837110210464448512,15719,2301
836989968035819520,12503,2242
836753516572119041,18975,4519
836677758902222849,12390,2170
836648853927522308,0,536
836397794269200385,0,26736
836380477523124226,14495,2908
836260088725786625,20918,4196
836001077879255040,18716,4150
835685285446955009,0,7920
835574547218894849,17461,3521
835536468978302976,0,1645
835309094223372289,0,20379
835297930240217089,16176,2920
835264098648616962,7580,1645
835246439529840640,2060,71
835172783151792128,25704,5616
835152434251116546,21944,2917
834931633769889797,10599,1586
834786237630337024,21044,5379
834574053763584002,13399,2456
834477809192075265,0,10373
834458053273591808,9464,1637
834209720923721728,20181,4627
834167344700198914,15549,3574
834089966724603904,9858,2081
834086379323871233,12838,2151
833863086058651648,13209,2350
833826103416520705,17781,3683
833732339549220864,0,217
833722901757046785,20486,3152
833479644947025920,14624,1992
833124694597443584,19856,4731
832998151111966721,13022,2139
832769181346996225,0,38
832757312314028032,16598,3528
832682457690300417,11673,2844
832645525019123713,2883,521
832636094638288896,15603,2720
832397543355072512,11783,2158
832369877331693569,16880,3120
832273440279240704,11143,2279
832215909146226688,0,6064
832215726631055365,0,9113
832088576586297345,62,2
832040443403784192,0,9374
832032802820481025,17576,4560
831939777352105988,23587,5992
831926988323639298,330,34
831911600680497154,27140,6348
831670449226514432,10259,1772
831650051525054464,7004,1875
831552930092285952,8831,2269
831322785565769729,9135,1520
831315979191906304,6440,1101
831309418084069378,11588,2410
831262627380748289,11723,1994
830956169170665475,7870,1462
830583320585068544,65744,16377
830173239259324417,0,5554
830097400375152640,9634,2868
829878982036299777,0,4898
829861396166877184,12066,1894
829501995190984704,31257,10373
829449946868879360,10315,1963
829141528400556032,24032,7173
829011960981237760,52495,15988
828801551087042563,0,3354
828770345708580865,25231,5729
828708714936930305,35973,10948
828650029636317184,9370,1308
828409743546925057,6260,1141
828408677031882754,7575,1259
828381636999917570,12419,2176
828376505180889089,7280,1046
828372645993398273,12411,2874
828361771580813312,2156,171
828046555563323392,11588,2812
828011680017821696,10221,2111
827933404142436356,19813,5137
827653905312006145,15296,2962
827600520311402496,7372,922
827324948884643840,15616,2976
827199976799354881,10444,2184
826958653328592898,21287,4898
826848821049180160,35802,9955
826615380357632002,0,3912
826598799820865537,5065,245
826598365270007810,9896,2301
826476773533745153,18162,4108
826240494070030336,13115,2563
826204788643753985,4813,905
826115272272650244,15439,3040
825876512159186944,10352,1831
825829644528148480,12587,2445
825535076884762624,56215,17276
825147591692263424,18068,4459
825120256414846976,0,1227
825026590719483904,6207,1227
824796380199809024,0,5412
824775126675836928,14735,3446
824663926340194305,10408,1741
824325613288833024,11685,10385
824297048279236611,14888,3793
824025158776213504,4765,589
823939628516474880,10502,2659
823719002937630720,0,10990
823699002998870016,13821,2477
823581115634085888,12881,2586
823333489516937216,694,22
823322678127919110,15557,3950
823269594223824897,0,9721
822975315408461824,17154,3388
822872901745569793,130073,42478
822859134160621569,13118,2234
822647212903690241,0,6311
822610361945911296,14652,2907
822489057087389700,17941,6311
822462944365645825,27655,14028
822244816520155136,34593,9721
822163064745328640,0,4680
821886076407029760,11205,2268
821813639212650496,0,3330
821765923262631936,8322,1630
821522889702862852,7966,1726
821421320206483457,0,5487
