tweet_id,favorite_count,retweet_count
856543823941562368,17135,3131
856526610513747968,12446,2068
856330835276025856,0,731
856288084350160898,545,17
856282028240666624,29086,6841
855862651834028034,320,27
855860136149123072,4407,1058
855857698524602368,12498,2313
855851453814013952,47844,19196
855818117272018944,28056,5943
855459453768019968,31657,8987
855245323840757760,0,6568
855138241867124737,0,50
854732716440526848,24188,6690
854482394044301312,31131,7608
854365224396361728,20046,5159
854120357044912130,33911,8285
854010172552949760,17169,3433
853760880890318849,30414,6403
853639147608842240,37198,11265
853299958564483072,16508,3928
852936405516943360,0,2243
852912242202992640,9658,2037
852672615818899456,15939,2388
852553447878664193,17492,3885
852311364735569921,35325,10961
852226086759018497,21378,7570
852189679701164033,12217,1741
851953902622658560,0,10706
851861385021730816,0,23
851591660324737024,17300,3819
851464819735769094,25944,7855
851224888060895234,22090,6350
850753642995093505,33348,10352
850380195714523136,13994,2915
850333567704068097,3647,367
850145622816686080,17519,4244
850019790995546112,21944,5459
849776966551130114,32390,8404
849668094696017920,0,5513
849412302885593088,17039,3487
849336543269576704,12240,2101
849051919805034497,32617,7396
848690551926992896,27104,4826
848324959059550208,20229,4037
848213670039564288,8834,832
848212111729840128,17618,3444
847978865427394560,0,3652
847971574464610304,0,482
847962785489326080,25296,5730
847842811428974592,5935,1522
847617282490613760,7558,468
847606175596138505,20208,3774
847251039262605312,22036,4800
847157206088847362,21588,6572
847116187444137987,23108,3583
846874817362120707,21685,4404
846514051647705089,48410,13076
846505985330044928,15304,3492
846153765933735936,34394,10226
846139713627017216,33188,10972
846042936437604353,17256,3224
845812042753855489,31737,9894
845677943972139009,27154,5365
845459076796616705,0,15071
845397057150107648,8241,2072
845306882940190720,25225,6039
845098359547420673,0,8640
844979544864018432,14738,2909
844973813909606400,16361,3617
844704788403113984,42022,11633
844580511645339650,17871,3533
844223788422217728,14753,2450
843981021012017153,16327,3285
843856843873095681,23211,5220
843604394117681152,18310,3081
843235543001513987,23315,6852
842892208864923648,0,56625
842846295480000512,16440,4023
842765311967449089,7321,1439
842535590457499648,19637,3937
842163532590374912,26569,6568
842115215311396866,15204,3386
841833993020538882,0,17504
841680585030541313,27854,8748
841439858740625411,13755,4168
841320156043304961,21402,6080
841314665196081154,17305,5312
841077006473256960,24926,5991
840761248237133825,0,1972
840728873075638272,0,18285
840698636975636481,197,3
840696689258311684,13377,1116
840632337062862849,9761,1972
840370681858686976,17918,5146
840268004936019968,20950,6497
839990271299457024,14640,2597
839549326359670784,29957,8805
839290600511926273,0,158
839239871831150596,29684,7422
838952994649550848,21289,4505
838921590096166913,12183,2357
838916489579200512,0,38
838831947270979586,0,12643
838561493054533637,11892,1504
838476387338051585,24664,5484
838201503651401729,0,11525
838150277551247360,1824,370
838085839343206401,150,0
838083903487373313,19183,3582
837820167694528512,37277,8952
837482249356513284,4204,495
837471256429613056,13967,2631
837366284874571778,23074,6005
837110210464448512,17480,2731
837012587749474308,0,88
836989968035819520,13879,2610
836753516572119041,21029,5237
836677758902222849,13782,2522
836648853927522308,0,626
836397794269200385,0,31314
836380477523124226,16037,3337
836260088725786625,23177,4850
836001077879255040,20924,4935
835685285446955009,0,9327
835574547218894849,19447,4121
835536468978302976,0,1939
835309094223372289,0,24013
835297930240217089,17847,3381
835264098648616962,8503,1939
835246439529840640,2259,83
835172783151792128,28552,6516
835152434251116546,24574,3443
834931633769889797,11838,1878
834786237630337024,22943,6159
834574053763584002,14993,2882
834477809192075265,0,12224
834458053273591808,10512,1899
834209720923721728,22594,5476
834167344700198914,17194,4130
834089966724603904,10971,2427
834086379323871233,14296,2512
833863086058651648,14661,2729
833826103416520705,16728,3904
833732339549220864,0,251
833722901757046785,22585,3636
833479644947025920,16258,2357
833124694597443584,22133,5513
832998151111966721,14549,2522
832769181346996225,0,43
832757312314028032,18423,4127
832682457690300417,13017,3368
832645525019123713,3195,594
832636094638288896,17379,3220
832397543355072512,13126,2548
832369877331693569,18792,3652
832273440279240704,12385,2673
832215909146226688,0,7069
832215726631055365,0,10723
832088576586297345,72,3
832040443403784192,0,11131
832032802820481025,13887,4746
831939777352105988,26404,7031
831926988323639298,369,39
831911600680497154,30380,7458
831670449226514432,11469,2059
831650051525054464,7908,2243
831552930092285952,9872,2632
831322785565769729,10042,1744
831315979191906304,7117,1264
831309418084069378,12819,2786
831262627380748289,13066,2350
830956169170665475,8735,1735
830583320585068544,73397,19297
830173239259324417,0,6554
830097400375152640,10804,3455
829878982036299777,0,5757
829861396166877184,13441,2243
829501995190984704,34913,12224
829449946868879360,11519,2329
829374341691346946,38074,10706
829141528400556032,26952,8530
829011960981237760,58302,18627
828801551087042563,0,3901
828770345708580865,28085,6746
828708714936930305,40241,12882
828650029636317184,10467,1544
828409743546925057,6898,1305
828408677031882754,8398,1477
828381636999917570,13864,2554
828376505180889089,8112,1216
828372645993398273,13756,3344
828361771580813312,2408,195
828046555563323392,12923,3260
828011680017821696,11411,2451
827933404142436356,22180,5987
827653905312006145,16983,3433
827600520311402496,8143,1082
827324948884643840,17523,3510
827228250799742977,0,13517
827199976799354881,11659,2579
826958653328592898,23767,5757
826848821049180160,40325,11878
826615380357632002,0,4521
826598799820865537,5637,292
826598365270007810,11117,2709
826476773533745153,20275,4821
826240494070030336,14614,2965
826204788643753985,5361,1075
826115272272650244,17299,3599
825876512159186944,11525,2146
825829644528148480,14025,2848
825535076884762624,56413,19669
825147591692263424,20181,5244
825120256414846976,0,1483
825026590719483904,7020,1483
824796380199809024,0,6288
824775126675836928,16508,4069
824663926340194305,11113,1993
824325613288833024,12999,11848
824297048279236611,16625,4463
824025158776213504,5255,679
823939628516474880,11755,3123
823719002937630720,0,12953
823699002998870016,13826,2772
823581115634085888,14376,3031
823333489516937216,777,31
823322678127919110,17437,4637
823269594223824897,0,11421
822975315408461824,19139,3958
822872901745569793,132810,48265
822859134160621569,14576,2622
822647212903690241,0,7390
822610361945911296,16327,3423
822489057087389700,20083,7390
822462944365645825,31800,17209
822244816520155136,38832,11421
822163064745328640,0,5571
821886076407029760,12582,2692
821813639212650496,0,3839
821765923262631936,9317,1899
821522889702862852,8871,2030
821421320206483457,0,6470
821407182352777218,13075,5053
821153421864615936,280,10
821149554670182400,9718,2320
821107785811234820,10645,2487
821044531881721856,14021,2636
820837357901512704,0,7733
820749716845686786,34984,11525
820690176645140481,13518,3716
820494788566847489,0,648
820446719150292993,0,2980
820314633777061888,3706,648
820078625395449857,21979,7246
820013781606658049,0,1369
819952236453363712,5927,1369
819924195358416896,14305,5607
819711362133872643,14916,3604
819588359383371776,10606,2271
819347104292290561,8008,1383
819238181065359361,2550,462
819227688460238848,25652,7733
819015337530290176,0,42228
819015331746349057,0,21794
819006400881917954,49960,21794
819004803107983360,95450,42228
818646164899774465,0,24069
818627210458333184,24597,8564
818614493328580609,10971,2982
818588835076603904,0,7126
818536468981415936,12127,2873
818307523543449600,0,9366
818259473185828864,12197,2621
818145370475810820,13671,3014
817908911860748288,5356,906
817827839487737858,57622,31314
817777686764523521,11901,3084
817536400337801217,13105,3505
817502432452313088,0,3917
817423860136083457,38260,17504
817415592588222464,6267,1131
817181837579653120,0,9907
817171292965273600,9690,2326
817120970343411712,13367,3011
817056546584727552,9517,1927
816829038950027264,0,5496
816816676327063552,11071,2361
816697700272001025,10905,2545
816450570814898180,33961,9366
816336735214911488,9564,2269
816091915477250048,9927,2500
816062466425819140,0,1207
816014286006976512,0,6154
815990720817401858,5545,1207
815966073409433600,25057,9907
815745968457060357,0,4797
815736392542261248,10937,2625
815639385530101762,9161,1918
815390420867969024,11467,4407
814986499976527872,8485,1505
814638523311648768,12511,3130
814578408554463233,0,6750
814530161257443328,9629,2156
814153002265309185,32000,10080
813944609378369540,0,3732
813910438903693312,10342,2194
813812741911748608,40402,16267
813800681631023104,9300,2060
813217897535406080,20783,8476
813202720496779264,10192,2090
813187593374461952,22085,5096
813172488309972993,10384,2236
813157409116065792,8588,2557
813142292504645637,9361,2728
813130366689148928,4968,513
813127251579564032,13242,3652
813112105746448384,11515,3225
813096984823349248,11694,4207
813081950185472002,10989,3220
813066809284972545,8865,2276
813051746834595840,23337,8503
812781120811126785,8380,2191
812747805718642688,0,8067
812709060537683968,7373,1665
812503143955202048,6787,1424
812466873996607488,8900,2231
812372279581671427,15224,4252
811985624773361665,8102,1647
811744202451197953,8429,1884
811647686436880384,6215,872
811627233043480576,14265,3650
811386762094317568,23302,7444
810984652412424192,5927,1655
810896069567610880,10093,2090
810657578271330305,12192,3057
810284430598270976,39640,13369
810254108431155201,16380,3901
809920764300447744,17250,4521
809808892968534016,0,5711
809448704142938112,7727,1696
809220051211603969,22246,6554
809084759137812480,14685,4046
808838249661788160,11271,3536
808733504066486276,8784,2509
808501579447930884,12595,3007
808344865868283904,47281,24069
808134635716833280,0,6961
808106460588765185,9701,2525
808001312164028416,14015,4098
807621403335917568,16236,4288
807106840509214720,107015,56625
807059379405148160,0,8521
807010152071229440,14514,4418
806629075125202948,75639,37911
806620845233815552,0,6426
806576416489959424,5370,2230
806542213899489280,11363,2752
806242860592926720,0,13616
806219024703037440,7145,1388
805958939288408065,0,6238
805932879469572096,9178,2209
805826884734976000,7335,2132
805823200554876929,0,9374
805520635690676224,6368,1905
805487436403003392,9773,2929
805207613751304193,8680,1972
804738756058218496,15326,4480
804475857670639616,6886,2355
804413760345620481,0,3712
804026241225523202,49774,18876
803773340896923648,11203,3220
803692223237865472,0,8689
803638050916102144,12270,4828
803380650405482500,8601,2169
803321560782307329,0,6221
803276597545603072,11207,2887
802952499103731712,10085,2336
802624713319034886,0,3403
802600418706604034,7938,1714
802572683846291456,9959,2926
802323869084381190,18124,6808
802265048156610565,7039,1573
802247111496568832,0,5247
802239329049477120,10132,3040
802185808107208704,0,314
801958328846974976,8608,1992
801854953262350336,1958,275
801538201127157760,9141,2391
801285448605831168,6802,960
801167903437357056,27386,6961
801127390143516673,0,4627
801115127852503040,8992,2429
800859414831898624,778,113
800855607700029440,0,1889
800751577355128832,11701,3214
800513324630806528,14685,3495
800459316964663297,10538,2489
800443802682937345,0,5068
800388270626521089,12456,3265
800188575492947969,0,4581
800141422401830912,17092,2980
800018252395122689,31768,15351
799774291445383169,0,5488
799757965289017345,9390,2506
799422933579902976,8965,2213
799308762079035393,0,6478
799297110730567681,11065,3227
799063482566066176,9058,2863
798933969379225600,14712,5203
798925684722855936,8246,1663
798705661114773508,0,7724
798701998996647937,0,9126
798697898615730177,0,7602
798694562394996736,0,5812
798686750113755136,0,2702
798682547630837760,0,5515
798673117451325440,0,6485
798665375516884993,0,4519
798644042770751489,0,2153
798628517273620480,0,2272
798585098161549313,0,6618
798576900688019456,0,6871
798340744599797760,0,3924
798209839306514432,11548,2954
797971864723324932,13018,3652
797545162159308800,16198,5656
797236660651966464,22328,7726
797165961484890113,256,32
796904159865868288,0,10411
796865951799083009,8564,2198
796759840936919040,13256,3562
796563435802726400,0,8536
796484825502875648,8472,2042
796387464403357696,12334,4861
796177847564038144,0,16628
796149749086875649,36177,16628
796125600683540480,5511,2079
796116448414461957,10139,2813
796080075804475393,9469,2703
796031486298386433,12071,4284
795464331001561088,55683,27728
795400264262053889,11270,3323
795076730285391872,18139,6288
794983741416415232,0,3942
794926597468000259,11492,2697
794355576146903043,0,12014
794332329137291264,10686,3088
794205286408003585,10314,3895
793962221541933056,18910,5711
793845145112371200,10295,2187
793614319594401792,0,3661
793601777308463104,8926,1908
793500921481273345,11953,2786
793286476301799424,27597,10723
793271401113350145,9677,2763
793256262322548741,22350,9714
793241302385262592,11780,3812
793226087023144960,11001,3338
793210959003287553,9997,3301
793195938047070209,17063,6547
793180763617361921,7740,2310
793165685325201412,10478,3238
793150605191548928,6909,1984
793135492858580992,7214,2893
793120401413079041,14202,4551
792913359805018113,16063,4715
792883833364439040,12666,4964
792773781206999040,8209,1963
792394556390137856,15128,4998
792050063153438720,8029,2088
791821351946420224,0,24514
791784077045166082,0,11271
791780927877898241,0,4432
791774931465953280,37818,21156
791672322847637504,13129,3661
791406955684368384,14670,4797
791312159183634433,9841,2963
791026214425268224,0,4858
790987426131050500,11089,2483
790946055508652032,18601,5496
790723298204217344,0,2704
790698755171364864,9158,2203
790581949425475584,22473,8183
790337589677002753,8740,2167
790277117346975746,14081,3732
790227638568808452,0,4190
789986466051088384,10369,2704
789960241177853952,0,4839
789903600034189313,11673,4858
789628658055020548,8448,2080
789599242079838210,7620,2279
789530877013393408,13188,3942
789314372632018944,9615,2666
789280767834746880,0,5747
789268448748703744,10196,3014
789137962068021249,10875,3244
788908386943430656,30653,14409
788765914992902144,30658,12014
788552643979468800,0,8407
788412144018661376,16060,5990
788178268662984705,8100,2488
788150585577050112,6865,1510
788070120937619456,0,3952
788039637453406209,6867,1535
787810552592695296,9717,3540
787717603741622272,11416,3240
787397959788929025,12120,3300
787322443945877504,8726,2032
787111942498508800,0,7798
786963064373534720,29725,9327
786729988674449408,0,2827
786709082849828864,20296,7069
786664955043049472,11957,2996
786595970293370880,10497,3601
786363235746385920,12189,4072
786286427768250368,8930,3352
786233965241827333,17178,5571
786051337297522688,1614,179
786036967502913536,0,8237
785927819176054784,12696,3652
785872687017132033,7489,2130
785639753186217984,8735,2561
785533386513321988,10183,2334
785515384317313025,6800,1477
785264754247995392,8128,1911
785170936622350336,13491,5639
784826020293709826,11310,3712
784517518371221505,10039,2970
784431430411685888,6329,1491
784183165795655680,22513,9374
784057939640352768,33505,12953
783839966405230592,33689,12643
783821107061198850,8209,2269
783695101801398276,11650,3737
783466772167098368,9468,2608
783391753726550016,18908,6441
783347506784731136,0,6533
783334639985389568,32651,13616
783085703974514689,9112,2565
782969140009107456,26949,8521
782747134529531904,8310,1604
782722598790725632,19250,6238
782598640137187329,8694,2184
782305867769217024,18630,6470
782021823840026624,0,7236
781955203444699136,12357,3920
781661882474196992,11634,3129
781655249211752448,4466,1314
781524693396357120,23163,6426
781308096455073793,7973,2961
781251288990355457,9428,2458
781163403222056960,10895,3168
780931614150983680,24192,8536
780858289093574656,8033,2328
780800785462489090,6141,1505
780601303617732608,13525,3839
780543529827336192,7040,2032
780496263422808064,0,4319
780476555013349377,0,136
780459368902959104,5892,1224
780192070812196864,9712,2589
780092040432480260,0,2655
780074436359819264,13723,5815
779834332596887552,21252,8237
779377524342161408,9831,3613
779124354206535695,0,21324
779123168116150273,13206,4207
779056095788752897,16500,5247
778990705243029504,22342,8437
778774459159379968,0,11550
778764940568104960,955,426
778748913645780993,7717,1562
778650543019483137,6430,1729
778624900596654080,5177,1176
778408200802557953,15135,5023
778396591732486144,0,14198
778383385161035776,6515,1271
778286810187399168,11576,3836
778039087836069888,9417,3065
778027034220126208,7320,1885
777953400541634568,0,4080
777885040357281792,7078,1893
777684233540206592,12518,3403
777641927919427584,0,4947
777621514455814149,9742,2910
777189768882946048,15921,4999
776819012571455488,0,15839
776813020089548800,5444,1405
776477788987613185,9858,3249
776249906839351296,0,10673
776218204058357768,33345,18497
776201521193218049,10681,2919
776113305656188928,13102,5068
776088319444877312,2045,179
775898661951791106,0,17621
775842724423557120,13022,3116
775733305207554048,15413,4627
775729183532220416,14361,5302
775364825476165632,8295,3472
775350846108426240,11309,4532
775096608509886464,0,9220
775085132600442880,17281,5488
774757898236878852,9462,2035
774639387460112384,7508,2013
774314403806253056,24167,6478
773985732834758656,11925,4492
773922284943896577,7110,1999
773704687002451968,7317,1891
773670353721753600,5935,1501
773547596996571136,24553,7126
773336787167145985,0,5912
773308824254029826,25846,8640
773247561583001600,10414,3699
773191612633579521,11117,4736
772877495989305348,9555,4501
772826264096874500,8842,2669
772615324260794368,0,3914
772581559778025472,7192,1968
772193107915964416,6665,1612
772152991789019136,4181,1300
772117678702071809,4165,848
772114945936949249,3005,546
772102971039580160,4448,1065
771908950375665664,7298,2181
771770456517009408,13356,3924
771500966810099713,9167,3018
771380798096281600,11746,5912
771171053431250945,0,8705
771136648247640064,10223,3357
771102124360998913,6898,1663
771014301343748096,7032,1782
770787852854652928,5498,1415
770772759874076672,5749,1626
770743923962707968,0,52360
770655142660169732,8130,2013
770414278348247044,6987,2390
770293558247038976,6923,1718
770093767776997377,0,3520
770069151037685760,8385,2651
769940425801170949,34948,11131
769695466921623552,7101,1926
769335591808995329,0,8830
769212283578875904,5980,1969
768970937022709760,16017,7574
768909767477751808,0,3129
768855141948723200,4660,1034
768609597686943744,4580,1382
768596291618299904,5592,1473
768554158521745409,0,6719
768473857036525572,15110,3958
768193404517830656,12157,4080
767884188863397888,5309,1634
767754930266464257,17814,6221
767500508068192258,8295,2688
767191397493538821,13643,4406
767122157629476866,11227,3261
766864461642756096,0,6521
766793450729734144,5650,1565
766714921925144576,2872,438
766693177336135680,4484,918
766423258543644672,6671,1825
766313316352462849,7493,2166
766078092750233600,0,2970
766069199026450432,4765,1003
766008592277377025,4149,571
765719909049503744,8021,2475
765669560888528897,5760,1407
765395769549590528,20539,3127
765371061932261376,7842,2475
765222098633691136,12902,3914
764857477905154048,7099,2029
764259802650378240,6718,1745
763956972077010945,812,61
763837565564780549,14041,4858
763183847194451968,6004,1702
763167063695355904,0,3484
763103485927849985,8163,2602
762699858130116608,13518,4190
762471784394268675,12571,7612
762464539388485633,11503,4839
762316489655476224,5350,1298
762035686371364864,35400,17919
761976711479193600,5992,2310
761750502866649088,0,4535
761745352076779520,4707,979
761672994376806400,55016,33421
761599872357261312,4578,1336
761371037149827077,0,20500
761334018830917632,5792,1669
761292947749015552,4957,1265
761227390836215808,5908,1775
761004547850530816,12482,3952
760893934457552897,4228,1104
760656994973933572,7343,2210
760641137271070720,5485,1481
760539183865880579,8399,4168
760521673607086080,4681,1608
760290219849637889,29618,13140
760252756032651264,4338,995
760190180481531904,6334,2079
760153949710192640,0,38
759943073749200896,6581,2382
759923798737051648,16284,6521
759846353224826880,7433,2265
759793422261743616,6620,2173
759566828574212096,0,24319
759557299618865152,5202,1341
759447681597108224,9418,2827
759446261539934208,1846,561
759197388317847553,6725,2221
759159934323924993,0,1359
759099523532779520,16101,4813
759047813560868866,7227,2302
758854675097526272,3904,1027
758828659922702336,12376,4376
758740312047005698,6339,1824
758474966123810816,4227,1132
758467244762497024,5316,2539
758405701903519748,5756,2204
758355060040593408,3797,1245
758099635764359168,21302,11550
758041019896193024,3001,433
757741869644341248,7613,3710
757729163776290825,0,9299
757725642876129280,5022,1391
757611664640446465,5026,1272
757597904299253760,0,336
757596066325864448,4808,1219
757400162377592832,16743,7759
757393109802180609,6462,2009
757354760399941633,4995,1637
756998049151549440,6923,2271
756939218950160384,7342,2295
756651752796094464,5612,1511
756526248105566208,11506,4169
756303284449767430,4359,1231
756288534030475264,28519,15071
756275833623502848,7114,1738
755955933503782912,8092,3285
755206590534418437,18212,6148
755110668769038337,23446,12621
754874841593970688,0,9193
754856583969079297,7616,2870
754747087846248448,2854,591
754482103782404096,5852,2220
754449512966619136,4147,846
754120377874386944,8655,2670
754011816964026368,9726,4079
753655901052166144,6458,2492
753420520834629632,8731,4071
753398408988139520,6384,2186
753375668877008896,8411,2655
753298634498793472,0,6620
753294487569522689,3758,1191
753039830821511168,41080,24013
753026973505581056,4283,1109
752932432744185856,13970,7798
752917284578922496,7592,1790
752701944171524096,0,3291
752682090207055872,6642,1846
752660715232722944,4878,1794
752568224206688256,6140,2605
752519690950500352,8157,3917
752334515931054080,4238,1263
752309394570878976,0,18963
752173152931807232,6569,2106
751950017322246144,3415,1060
751937170840121344,5770,1530
751830394383790080,6428,2227
751793661361422336,6479,3320
751598357617971201,8699,3440
751583847268179968,4849,1265
751538714308972544,5547,1445
751456908746354688,3516,1127
751251247299190784,13791,6695
751205363882532864,6948,2086
751132876104687617,5610,1480
750868782890057730,5306,1595
750719632563142656,14621,5747
750506206503038976,4934,1316
750429297815552001,14569,4947
750383411068534784,5005,1309
750381685133418496,758,39
750147208377409536,3409,1095
750132105863102464,3990,1440
750117059602808832,4740,1466
750101899009982464,3344,959
750086836815486976,2383,613
750071704093859840,8653,3802
750056684286914561,3444,1011
750041628174217216,3502,703
750026558547456000,2986,888
750011400160841729,3568,1035
749996283729883136,3331,919
749981277374128128,5569,2772
749774190421639168,5114,1493
749417653287129088,6721,1904
749403093750648834,2892,622
749395845976588288,9488,3951
749317047558017024,6076,2509
749075273010798592,6353,2360
749064354620928000,5277,1714
749036806121881602,3425,896
748977405889503236,11235,3759
748932637671223296,6461,2564
748705597323898880,3047,1067
748699167502000129,5213,1814
748692773788876800,4659,1504
748575535303884801,6696,2272
748568946752774144,2411,776
748346686624440324,5735,1413
748337862848962560,8462,4701
748324050481647620,4078,867
748307329658011649,4027,810
748220828303695873,15549,8825
747963614829678593,6397,2444
747933425676525569,7310,2894
747885874273214464,3243,1116
747844099428986880,3084,851
747816857231626240,5346,1316
747651430853525504,1520,179
747648653817413632,14182,6614
747600769478692864,2545,619
747594051852075008,4065,1205
747512671126323200,6110,1803
747461612269887489,4249,1169
747439450712596480,5965,2184
747242308580548608,0,3257
747219827526344708,5792,1791
747204161125646336,3722,1038
747103485104099331,10534,4548
746906459439529985,3168,336
746872823977771008,6593,2429
746818907684614144,5807,1944
746790600704425984,5345,1806
746757706116112384,10520,4432
746726898085036033,6648,2037
746542875601690625,5520,2104
746521445350707200,0,1110
746507379341139972,5094,1226
746369468511756288,6637,1854
746131877086527488,7565,2511
746056683365994496,3904,931
745789745784041472,4437,1207
745712589599014916,7652,2636
745433870967832576,7824,2894
745422732645535745,9412,2768
745314880350101504,7863,3131
745074613265149952,8605,3976
745057283344719872,7945,2585
744995568523612160,3277,716
744971049620602880,8652,3042
744709971296780288,6150,1771
744334592493166593,7443,2412
744234799360020481,131075,79515
744223424764059648,1868,424
743980027717509120,4551,1231
743895849529389061,3999,1087
743835915802583040,0,2387
743609206067040256,4917,1560
743595368194129920,20275,7445
743545585370791937,3863,1066
743510151680958465,8671,4185
743253157753532416,4624,1366
743222593470234624,6792,2164
743210557239623680,4215,1560
742534281772302336,7744,4011
742528092657332225,4878,2245
742465774154047488,7916,4382
742423170473463808,10812,4319
742385895052087300,7457,2266
742161199639494656,4743,1547
742150209887731712,5661,1783
741793263812808706,4982,1698
741743634094141440,8945,3144
741438259667034112,4026,937
741303864243200000,9631,3650
741099773336379392,10997,6247
741067306818797568,10342,3520
740995100998766593,7018,3154
740711788199743490,3736,1062
740699697422163968,3101,888
740676976021798912,19881,7724
740373189193256964,20648,9220
740365076218183684,2727,495
740359016048689152,3610,967
740214038584557568,7335,2220
739979191639244800,21898,6719
739932936087216128,4443,1217
739844404073074688,4138,966
739623569819336705,4185,1547
739606147276148736,5897,1876
739544079319588864,43694,24319
739485634323156992,7887,3309
739238157791694849,75163,52360
738891149612572673,115,6
738885046782832640,4127,1283
738883359779196928,3661,917
738537504001953792,5575,1759
738402415918125056,3599,955
738184450748633089,4727,1360
738166403467907072,9635,3828
738156290900254721,2768,748
737826014890496000,5757,2006
737800304142471168,10943,3904
737678689543020544,5528,1509
737445876994609152,11302,5048
737322739594330112,3953,907
737310737551491075,16040,8329
736736130620620800,4736,1972
736392552031657984,19450,8407
736365877722001409,4367,1408
736225175608430592,8901,3115
